container_id,trade,cargo_category,cargo_type,terminal,month,day_of_week,is_weekend,is_holiday,is_monsoon,customs_exam,vessel_queue,dwell_hours
TUTU4254964,Export,Granite,Dry,PSA_SICAL,1,5,1,0,0,1,0.885,94.4
TUTU1507475,Export,Salt,Dry,DBGT,8,2,0,0,0,0,0.819,42.9
TUTU4063290,Import,Machinery,ODC,DBGT,9,0,0,0,0,0,0.839,87.6
TUTU1973266,Import,Chemicals,Hazardous,DBGT,9,4,0,0,0,0,0.894,99.6
TUTU6794112,Export,Sugar,Dry,PSA_SICAL,12,1,0,0,1,1,0.857,95.5
TUTU8916141,Import,Chemicals,Hazardous,PSA_SICAL,9,2,0,0,0,0,0.8,76.1
TUTU8750011,Export,Seafood,Reefer,DBGT,7,4,0,0,0,0,0.825,27.8
TUTU3938951,Import,Electronics,Dry,PSA_SICAL,5,3,0,0,0,0,0.848,68.7
TUTU3151784,Export,Machinery,ODC,PSA_SICAL,4,1,0,0,0,0,0.733,58.9
TUTU9433747,Import,EdibleOil,LiquidBulk,PSA_SICAL,11,5,1,0,1,0,0.778,90.1
TUTU1030260,Import,Chemicals,Hazardous,DBGT,1,2,0,0,0,0,0.786,74.3
TUTU2110124,Import,EdibleOil,LiquidBulk,PSA_SICAL,6,4,0,0,0,0,0.913,94.0
TUTU6389754,Export,Seafood,Reefer,PSA_SICAL,1,2,0,0,0,1,0.742,49.7
TUTU1257098,Import,Coal,Dry,PSA_SICAL,9,2,0,0,0,0,0.762,67.9
TUTU8661955,Import,EdibleOil,LiquidBulk,DBGT,5,1,0,0,0,0,0.856,83.7
TUTU5122189,Import,Machinery,ODC,DBGT,8,5,1,0,0,0,0.759,76.0
TUTU8096671,Import,EdibleOil,LiquidBulk,DBGT,9,2,0,0,0,1,0.83,107.2
TUTU4398898,Import,Timber,Dry,PSA_SICAL,10,5,1,0,1,0,0.753,85.9
TUTU4944109,Export,Salt,Dry,PSA_SICAL,2,3,0,0,0,0,0.813,38.5
TUTU9109589,Import,Coal,Dry,PSA_SICAL,1,3,0,0,0,0,0.823,72.3
TUTU7972310,Export,Granite,Dry,PSA_SICAL,4,5,1,0,0,0,0.913,62.1
TUTU3623705,Export,Seafood,Reefer,PSA_SICAL,8,6,1,0,0,0,0.765,23.7
TUTU7001223,Export,Electronics,Dry,DBGT,2,6,1,0,0,0,0.936,65.8
TUTU4723682,Export,Granite,Dry,PSA_SICAL,5,5,1,0,0,0,0.8,48.1
TUTU7873194,Export,Machinery,ODC,PSA_SICAL,4,0,0,0,0,0,0.808,53.2
TUTU6999433,Export,Electronics,Dry,PSA_SICAL,1,6,1,0,0,0,0.899,59.2
TUTU5291685,Import,Seafood,Reefer,PSA_SICAL,8,1,0,0,0,0,0.82,46.2
TUTU3852200,Export,Machinery,ODC,PSA_SICAL,6,3,0,0,0,0,0.875,63.1
TUTU6440264,Export,Sugar,Dry,DBGT,1,3,0,0,0,0,0.815,45.6
TUTU3019135,Export,Machinery,ODC,PSA_SICAL,10,3,0,0,1,0,0.823,75.9
TUTU4924478,Import,Timber,Dry,PSA_SICAL,9,1,0,0,0,0,0.846,72.4
TUTU3428298,Export,Seafood,Reefer,DBGT,1,3,0,0,0,0,0.819,25.1
TUTU8975440,Export,Sugar,Dry,PSA_SICAL,11,6,1,0,1,0,0.744,54.2
TUTU7658160,Export,Seafood,Reefer,PSA_SICAL,4,2,0,0,0,0,0.771,16.7
TUTU6405587,Export,Granite,Dry,DBGT,2,2,0,0,0,0,0.883,58.2
TUTU6289690,Export,Granite,Dry,PSA_SICAL,9,5,1,0,0,0,0.815,51.8
TUTU2793019,Export,Sugar,Dry,DBGT,5,2,0,0,0,0,0.867,47.0
TUTU1106005,Import,Machinery,ODC,DBGT,1,1,0,0,0,0,0.832,79.7
TUTU6777331,Import,Machinery,ODC,PSA_SICAL,10,4,0,0,1,1,0.865,143.7
TUTU1361315,Export,Salt,Dry,PSA_SICAL,7,0,0,0,0,0,0.902,58.3
TUTU1202773,Export,Electronics,Dry,DBGT,9,0,0,0,0,1,0.878,88.2
TUTU4663867,Import,Timber,Dry,PSA_SICAL,4,4,0,0,0,0,0.797,71.6
TUTU4426063,Import,Timber,Dry,DBGT,6,3,0,0,0,0,0.825,71.7
TUTU3545471,Export,Seafood,Reefer,PSA_SICAL,2,1,0,0,0,0,0.74,15.2
TUTU5831647,Export,Seafood,Reefer,DBGT,2,3,0,0,0,0,0.823,25.1
TUTU4649430,Import,Machinery,ODC,DBGT,1,2,0,0,0,1,0.799,106.9
TUTU4089039,Export,Granite,Dry,DBGT,6,3,0,0,0,0,0.83,50.6
TUTU7101696,Export,Seafood,Reefer,DBGT,6,0,0,0,0,0,0.82,26.0
TUTU7146751,Import,Seafood,Reefer,DBGT,1,2,0,0,0,0,0.797,42.6
TUTU8856590,Import,EdibleOil,LiquidBulk,PSA_SICAL,5,3,0,0,0,0,0.852,81.5
TUTU9141791,Export,Seafood,Reefer,PSA_SICAL,10,2,0,0,1,1,0.813,60.5
TUTU5489667,Export,Seafood,Reefer,PSA_SICAL,5,5,1,0,0,0,0.807,19.0
TUTU7619905,Export,Seafood,Reefer,DBGT,3,2,0,0,0,0,0.834,29.8
TUTU4352845,Import,Seafood,Reefer,PSA_SICAL,7,1,0,0,0,0,0.829,43.4
TUTU6661288,Import,Timber,Dry,DBGT,9,6,1,0,0,0,0.838,74.2
TUTU6714917,Export,Granite,Dry,PSA_SICAL,12,6,1,0,1,0,0.857,74.1
TUTU2694472,Import,Machinery,ODC,PSA_SICAL,5,2,0,0,0,0,0.858,87.2
TUTU5525787,Import,Machinery,ODC,PSA_SICAL,5,2,0,0,0,0,0.792,75.2
TUTU6757014,Import,Timber,Dry,PSA_SICAL,3,2,0,0,0,0,0.728,66.4
TUTU5028464,Import,Electronics,Dry,DBGT,11,3,0,0,1,1,0.867,125.1
TUTU8867040,Import,Timber,Dry,DBGT,2,5,1,0,0,0,0.743,68.0
TUTU4196798,Export,Machinery,ODC,PSA_SICAL,4,6,1,0,0,0,0.934,85.7
TUTU3113478,Export,Salt,Dry,PSA_SICAL,12,3,0,0,1,0,0.808,44.6
TUTU5517910,Export,Machinery,ODC,PSA_SICAL,4,5,1,0,0,0,0.839,59.6
TUTU7757476,Export,Salt,Dry,PSA_SICAL,5,5,1,0,0,0,0.822,37.1
TUTU7300309,Export,Seafood,Reefer,DBGT,7,2,0,0,0,0,0.843,28.7
TUTU2861653,Import,Electronics,Dry,DBGT,12,6,1,0,1,0,0.84,92.6
TUTU2026213,Import,Seafood,Reefer,PSA_SICAL,7,6,1,1,0,0,0.798,65.0
TUTU6855026,Export,Seafood,Reefer,PSA_SICAL,1,6,1,0,0,0,0.826,35.7
TUTU5148051,Import,Chemicals,Hazardous,PSA_SICAL,1,3,0,0,0,1,0.792,107.6
TUTU2466948,Export,Granite,Dry,DBGT,6,5,1,0,0,0,0.755,42.7
TUTU7883743,Import,Chemicals,Hazardous,PSA_SICAL,9,3,0,0,0,0,0.781,81.9
TUTU8587257,Export,Seafood,Reefer,PSA_SICAL,5,4,0,0,0,0,0.886,30.9
TUTU5287075,Export,Seafood,Reefer,DBGT,10,0,0,0,1,0,0.769,20.1
TUTU8290795,Import,Coal,Dry,PSA_SICAL,11,5,1,0,1,0,0.798,95.0
TUTU6219625,Export,Seafood,Reefer,DBGT,8,3,0,0,0,0,0.808,18.9
TUTU3184422,Import,Coal,Dry,PSA_SICAL,3,1,0,0,0,0,0.797,68.3
TUTU5464278,Import,Coal,Dry,PSA_SICAL,12,1,0,0,1,0,0.717,87.3
TUTU5963088,Export,Granite,Dry,DBGT,2,6,1,0,0,0,0.795,49.0
TUTU2079944,Import,Coal,Dry,PSA_SICAL,11,1,0,0,1,0,0.809,88.7
TUTU3904992,Import,Electronics,Dry,PSA_SICAL,7,1,0,0,0,1,0.776,88.2
TUTU9322566,Export,Seafood,Reefer,DBGT,9,2,0,0,0,0,0.812,23.4
TUTU3304225,Export,Salt,Dry,DBGT,1,3,0,0,0,0,0.884,51.9
TUTU4923813,Export,Granite,Dry,DBGT,5,6,1,0,0,0,0.823,43.4
TUTU3507318,Export,Electronics,Dry,PSA_SICAL,5,2,0,0,0,1,0.88,82.8
TUTU8822296,Export,Seafood,Reefer,DBGT,6,3,0,0,0,0,0.93,51.8
TUTU4801169,Import,Seafood,Reefer,DBGT,8,6,1,0,0,0,0.839,55.2
TUTU7788607,Export,Textiles,Dry,DBGT,7,4,0,0,0,0,0.802,40.4
TUTU6013854,Export,Textiles,Dry,DBGT,9,0,0,0,0,0,0.855,50.5
TUTU8090499,Import,Seafood,Reefer,PSA_SICAL,9,4,0,0,0,0,0.885,53.5
TUTU6998917,Export,Seafood,Reefer,PSA_SICAL,12,4,0,1,1,0,0.751,51.3
TUTU6852970,Export,Seafood,Reefer,PSA_SICAL,6,2,0,0,0,1,0.845,58.8
TUTU3409392,Export,Sugar,Dry,DBGT,10,0,0,0,1,0,0.765,43.3
TUTU8118133,Export,Salt,Dry,PSA_SICAL,2,4,0,0,0,0,0.856,45.3
TUTU6462697,Import,Coal,Dry,PSA_SICAL,4,2,0,0,0,0,0.84,75.0
TUTU7717736,Import,Timber,Dry,PSA_SICAL,12,0,0,0,1,1,0.745,121.1
TUTU9404078,Export,Salt,Dry,DBGT,8,1,0,0,0,0,0.86,47.6
TUTU9250520,Export,Salt,Dry,PSA_SICAL,6,5,1,0,0,0,0.763,37.0
TUTU3079160,Export,Sugar,Dry,PSA_SICAL,5,3,0,0,0,0,0.829,40.2
TUTU2250861,Export,Seafood,Reefer,DBGT,10,2,0,0,1,1,0.759,72.7
TUTU9414862,Export,Salt,Dry,DBGT,8,2,0,0,0,0,0.844,46.9
TUTU7260433,Import,Timber,Dry,PSA_SICAL,9,5,1,0,0,1,0.776,103.0
TUTU4058749,Export,Granite,Dry,PSA_SICAL,11,1,0,0,1,1,0.802,92.7
TUTU6027965,Export,Seafood,Reefer,PSA_SICAL,7,2,0,0,0,0,0.854,35.5
TUTU6425831,Export,Granite,Dry,PSA_SICAL,2,2,0,0,0,0,0.862,54.9
TUTU9937256,Export,Granite,Dry,PSA_SICAL,5,0,0,0,0,0,0.757,41.8
TUTU8016991,Export,Sugar,Dry,DBGT,8,6,1,0,0,0,0.802,42.8
TUTU6443523,Export,Salt,Dry,DBGT,9,6,1,0,0,0,0.789,38.0
TUTU9354748,Import,Coal,Dry,PSA_SICAL,2,2,0,0,0,0,0.861,83.1
TUTU6874061,Export,Seafood,Reefer,PSA_SICAL,7,2,0,0,0,0,0.806,19.4
TUTU8546513,Import,Electronics,Dry,DBGT,1,6,1,0,0,1,0.825,99.5
TUTU1298607,Export,Seafood,Reefer,PSA_SICAL,11,1,0,0,1,0,0.819,36.0
TUTU2615506,Import,Timber,Dry,DBGT,5,3,0,0,0,0,0.846,77.9
TUTU2846373,Import,Coal,Dry,PSA_SICAL,3,1,0,0,0,0,0.787,73.8
TUTU2443878,Import,Timber,Dry,PSA_SICAL,7,1,0,0,0,0,0.806,68.8
TUTU7544563,Import,Coal,Dry,PSA_SICAL,9,0,0,0,0,0,0.848,77.9
TUTU3867976,Export,Sugar,Dry,DBGT,4,2,0,0,0,0,0.858,47.4
TUTU2267493,Export,Sugar,Dry,DBGT,6,5,1,0,0,1,0.869,80.5
TUTU7525010,Export,Seafood,Reefer,PSA_SICAL,10,0,0,0,1,0,0.829,25.2
TUTU6366514,Export,Seafood,Reefer,DBGT,4,3,0,0,0,0,0.803,20.2
TUTU6009295,Export,Salt,Dry,PSA_SICAL,11,6,1,0,1,1,0.735,84.9
TUTU4121413,Export,Seafood,Reefer,PSA_SICAL,8,4,0,0,0,0,0.776,21.5
TUTU4132139,Export,Textiles,Dry,DBGT,4,5,1,0,0,0,0.857,53.0
TUTU8338864,Export,Salt,Dry,PSA_SICAL,3,1,0,0,0,0,0.763,38.4
TUTU9709789,Export,Granite,Dry,DBGT,4,5,1,0,0,1,0.828,92.0
TUTU8216680,Import,Electronics,Dry,PSA_SICAL,4,1,0,0,0,0,0.808,79.2
TUTU5499987,Export,Sugar,Dry,PSA_SICAL,1,5,1,0,0,0,0.736,41.2
TUTU2412523,Export,Sugar,Dry,PSA_SICAL,2,6,1,0,0,0,0.741,41.1
TUTU8984765,Import,Machinery,ODC,PSA_SICAL,3,5,1,0,0,0,0.826,84.0
TUTU8971444,Export,Granite,Dry,DBGT,11,4,0,0,1,0,0.832,66.6
TUTU2591985,Export,Seafood,Reefer,PSA_SICAL,12,5,1,0,1,0,0.936,55.9
TUTU3704706,Import,Coal,Dry,PSA_SICAL,7,0,0,0,0,0,0.906,89.3
TUTU1040554,Export,Seafood,Reefer,DBGT,5,4,0,0,0,0,0.745,25.0
TUTU1555072,Export,Seafood,Reefer,DBGT,11,5,1,0,1,0,0.884,47.5
TUTU4449667,Import,Coal,Dry,PSA_SICAL,2,0,0,0,0,0,0.855,78.8
TUTU2533713,Export,Electronics,Dry,PSA_SICAL,4,4,0,0,0,0,0.832,42.6
TUTU5972720,Import,Coal,Dry,DBGT,8,5,1,0,0,1,0.878,132.9
TUTU7876267,Import,Machinery,ODC,PSA_SICAL,5,2,0,0,0,0,0.876,87.9
TUTU7213164,Import,Timber,Dry,PSA_SICAL,11,3,0,0,1,0,0.793,81.0
TUTU5335345,Import,Machinery,ODC,DBGT,12,0,0,0,1,0,0.743,101.4
TUTU4737551,Import,Coal,Dry,PSA_SICAL,5,5,1,0,0,1,0.862,117.6
TUTU8699568,Import,Electronics,Dry,PSA_SICAL,11,4,0,0,1,0,0.787,72.4
TUTU2118967,Import,Electronics,Dry,PSA_SICAL,8,5,1,0,0,0,0.806,64.5
TUTU6935645,Export,Seafood,Reefer,PSA_SICAL,2,2,0,0,0,0,0.793,18.2
TUTU5594199,Import,Coal,Dry,DBGT,1,4,0,0,0,0,0.828,76.3
TUTU1714959,Import,Machinery,ODC,PSA_SICAL,6,3,0,0,0,1,0.882,117.3
TUTU3728046,Import,Coal,Dry,DBGT,4,3,0,0,0,0,0.787,71.6
TUTU7107762,Export,Seafood,Reefer,DBGT,1,3,0,0,0,0,0.763,17.5
TUTU2664440,Import,Timber,Dry,DBGT,3,4,0,0,0,1,0.843,101.8
TUTU5759088,Export,Granite,Dry,PSA_SICAL,10,3,0,0,1,0,0.807,53.4
TUTU4782741,Export,Granite,Dry,PSA_SICAL,7,2,0,0,0,0,0.798,37.6
TUTU8913017,Export,Granite,Dry,PSA_SICAL,3,5,1,0,0,0,0.768,49.6
TUTU6241960,Import,Coal,Dry,PSA_SICAL,9,5,1,0,0,0,0.787,73.7
TUTU6628982,Import,Chemicals,Hazardous,PSA_SICAL,6,4,0,0,0,0,0.851,85.2
TUTU2415342,Export,Electronics,Dry,DBGT,2,0,0,0,0,0,0.742,37.1
TUTU7054075,Import,Coal,Dry,PSA_SICAL,7,2,0,0,0,0,0.746,68.5
TUTU3029180,Export,Seafood,Reefer,PSA_SICAL,11,6,1,0,1,0,0.813,28.9
TUTU1250847,Import,Timber,Dry,DBGT,8,4,0,0,0,0,0.847,70.4
TUTU1033474,Import,Timber,Dry,DBGT,4,0,0,0,0,0,0.838,70.2
TUTU4054896,Import,Seafood,Reefer,PSA_SICAL,7,5,1,0,0,0,0.811,42.5
TUTU6902143,Export,Sugar,Dry,DBGT,3,5,1,0,0,0,0.877,58.8
TUTU7912388,Export,Seafood,Reefer,PSA_SICAL,7,2,0,0,0,0,0.864,35.4
TUTU1368499,Export,Textiles,Dry,DBGT,4,4,0,0,0,1,0.754,66.6
TUTU5272539,Import,Timber,Dry,PSA_SICAL,12,0,0,0,1,0,0.848,106.5
TUTU7311462,Export,Machinery,ODC,PSA_SICAL,5,0,0,0,0,1,0.752,80.6
TUTU2203667,Import,EdibleOil,LiquidBulk,DBGT,4,5,1,0,0,0,0.807,89.9
TUTU1760882,Import,Coal,Dry,PSA_SICAL,10,1,0,0,1,1,0.814,126.0
TUTU7849414,Export,Seafood,Reefer,DBGT,11,2,0,0,1,0,0.831,30.6
TUTU2851408,Import,Seafood,Reefer,DBGT,9,5,1,0,0,0,0.817,53.2
TUTU5753218,Export,Sugar,Dry,PSA_SICAL,4,3,0,0,0,0,0.768,45.0
TUTU9235708,Export,Seafood,Reefer,DBGT,10,4,0,0,1,0,0.744,30.4
TUTU3808242,Export,Sugar,Dry,DBGT,6,0,0,0,0,1,0.921,91.2
TUTU3115247,Import,Timber,Dry,PSA_SICAL,3,4,0,0,0,0,0.713,66.1
TUTU5303706,Import,Seafood,Reefer,DBGT,2,3,0,0,0,0,0.777,49.0
TUTU7123936,Export,Granite,Dry,PSA_SICAL,12,3,0,0,1,0,0.846,54.9
TUTU4734550,Import,Coal,Dry,PSA_SICAL,4,2,0,0,0,0,0.767,70.2
TUTU4330345,Export,Salt,Dry,PSA_SICAL,1,1,0,0,0,0,0.826,37.3
TUTU5786435,Export,Seafood,Reefer,DBGT,2,3,0,0,0,0,0.874,47.4
TUTU7559574,Export,Sugar,Dry,PSA_SICAL,2,5,1,0,0,1,0.853,80.1
TUTU9535594,Import,Seafood,Reefer,PSA_SICAL,5,2,0,0,0,0,0.824,45.5
TUTU2693630,Export,Electronics,Dry,PSA_SICAL,2,6,1,0,0,0,0.919,63.7
TUTU2319829,Export,Seafood,Reefer,PSA_SICAL,11,4,0,0,1,0,0.886,37.5
TUTU8366619,Import,Timber,Dry,DBGT,2,1,0,0,0,0,0.818,65.8
TUTU8504739,Export,Seafood,Reefer,DBGT,1,2,0,0,0,0,0.801,19.7
TUTU6452313,Import,Coal,Dry,PSA_SICAL,2,0,0,0,0,0,0.863,89.6
TUTU7168443,Export,Sugar,Dry,PSA_SICAL,1,6,1,0,0,0,0.894,55.2
TUTU3672788,Import,Seafood,Reefer,PSA_SICAL,2,6,1,0,0,0,0.839,52.0
TUTU5479293,Import,Coal,Dry,DBGT,5,3,0,0,0,0,0.803,68.2
TUTU4799657,Import,Chemicals,Hazardous,DBGT,5,2,0,0,0,0,0.865,87.7
TUTU9552347,Import,Electronics,Dry,DBGT,11,5,1,0,1,0,0.846,86.6
TUTU9692562,Import,Electronics,Dry,DBGT,8,6,1,0,0,0,0.825,63.0
TUTU2667950,Import,Coal,Dry,DBGT,7,5,1,0,0,0,0.794,80.5
TUTU2796135,Export,Seafood,Reefer,DBGT,1,0,0,0,0,1,0.824,55.8
TUTU3976119,Export,Salt,Dry,PSA_SICAL,4,4,0,0,0,1,0.914,84.6
TUTU9932255,Import,Chemicals,Hazardous,DBGT,8,1,0,0,0,0,0.769,81.3
TUTU5577616,Export,Machinery,ODC,PSA_SICAL,4,6,1,0,0,0,0.816,52.7
TUTU4657236,Export,Sugar,Dry,DBGT,2,0,0,0,0,0,0.872,46.4
TUTU9666785,Export,Textiles,Dry,PSA_SICAL,6,1,0,0,0,0,0.867,61.4
TUTU5997903,Export,Salt,Dry,DBGT,8,0,0,0,0,0,0.839,39.6
TUTU6519762,Import,Chemicals,Hazardous,PSA_SICAL,7,6,1,0,0,0,0.783,82.7
TUTU2594860,Export,Seafood,Reefer,DBGT,4,0,0,0,0,1,0.735,50.7
TUTU3987453,Export,Granite,Dry,PSA_SICAL,2,2,0,1,0,0,0.778,68.1
TUTU1550935,Export,Seafood,Reefer,PSA_SICAL,2,0,0,0,0,0,0.83,26.9
TUTU3429070,Export,Granite,Dry,DBGT,12,6,1,0,1,0,0.779,58.8
TUTU6519587,Import,Timber,Dry,PSA_SICAL,2,1,0,0,0,0,0.77,61.9
TUTU4453026,Import,Machinery,ODC,DBGT,10,4,0,1,1,0,0.787,122.2
TUTU4340319,Import,Machinery,ODC,PSA_SICAL,11,2,0,0,1,0,0.767,109.7
TUTU8066493,Import,EdibleOil,LiquidBulk,PSA_SICAL,3,6,1,0,0,1,0.888,121.5
TUTU9454718,Export,Machinery,ODC,PSA_SICAL,2,6,1,0,0,0,0.733,57.5
TUTU3857505,Export,Sugar,Dry,PSA_SICAL,5,4,0,0,0,0,0.932,62.6
TUTU4322050,Export,Machinery,ODC,PSA_SICAL,8,5,1,0,0,0,0.746,53.9
TUTU6418097,Import,Coal,Dry,PSA_SICAL,4,5,1,0,0,0,0.832,84.4
TUTU3239587,Export,Salt,Dry,PSA_SICAL,11,2,0,0,1,1,0.838,87.7
TUTU4756575,Import,Coal,Dry,PSA_SICAL,1,3,0,0,0,1,0.836,112.8
TUTU7025267,Import,Chemicals,Hazardous,PSA_SICAL,2,2,0,0,0,0,0.847,85.4
TUTU1716653,Import,Seafood,Reefer,DBGT,9,2,0,0,0,1,0.871,85.4
TUTU4845428,Export,Seafood,Reefer,DBGT,1,6,1,0,0,0,0.796,23.5
TUTU4162416,Export,Seafood,Reefer,DBGT,11,4,0,0,1,0,0.898,47.6
TUTU5385396,Export,Granite,Dry,PSA_SICAL,11,4,0,0,1,0,0.794,56.6
TUTU4415626,Export,Machinery,ODC,PSA_SICAL,2,3,0,0,0,0,0.799,48.7
TUTU4229917,Export,Machinery,ODC,DBGT,10,1,0,0,1,0,0.838,70.2
TUTU6110729,Export,Textiles,Dry,PSA_SICAL,2,2,0,0,0,0,0.798,44.0
TUTU2383691,Import,Chemicals,Hazardous,DBGT,12,6,1,0,1,0,0.873,114.3
TUTU1830707,Export,Granite,Dry,DBGT,10,2,0,0,1,0,0.797,50.4
TUTU5104292,Export,Granite,Dry,PSA_SICAL,12,6,1,0,1,0,0.725,51.5
TUTU9601773,Import,Timber,Dry,PSA_SICAL,1,6,1,0,0,0,0.919,93.9
TUTU6290969,Export,Sugar,Dry,PSA_SICAL,5,2,0,0,0,0,0.869,49.7
TUTU4835991,Import,Timber,Dry,PSA_SICAL,8,4,0,0,0,0,0.739,62.9
TUTU9530154,Import,Coal,Dry,DBGT,10,6,1,0,1,0,0.83,107.4
TUTU6522188,Import,Timber,Dry,DBGT,3,2,0,0,0,1,0.877,107.2
TUTU7269440,Import,Machinery,ODC,DBGT,11,3,0,0,1,0,0.829,97.5
TUTU3817671,Export,Textiles,Dry,DBGT,2,1,0,0,0,0,0.889,54.3
TUTU1528911,Import,Machinery,ODC,PSA_SICAL,9,3,0,0,0,0,0.757,79.2
TUTU3802089,Export,Granite,Dry,PSA_SICAL,9,1,0,0,0,0,0.901,67.1
TUTU8494135,Export,Seafood,Reefer,DBGT,9,5,1,0,0,0,0.825,38.3
TUTU1747170,Import,Seafood,Reefer,PSA_SICAL,9,5,1,0,0,0,0.88,61.5
TUTU6019952,Import,Machinery,ODC,DBGT,3,2,0,0,0,0,0.734,73.8
TUTU1999806,Import,Timber,Dry,DBGT,11,3,0,0,1,0,0.795,81.1
TUTU8765826,Import,Chemicals,Hazardous,DBGT,7,3,0,0,0,0,0.782,79.7
TUTU9220312,Export,Textiles,Dry,PSA_SICAL,6,6,1,0,0,0,0.808,41.9
TUTU7784076,Export,Seafood,Reefer,PSA_SICAL,2,2,0,0,0,0,0.883,35.6
TUTU7411248,Import,Chemicals,Hazardous,PSA_SICAL,1,4,0,0,0,0,0.83,93.7
TUTU1971540,Import,Machinery,ODC,DBGT,6,1,0,0,0,0,0.835,87.1
TUTU1379626,Export,Seafood,Reefer,DBGT,4,3,0,0,0,0,0.831,28.0
TUTU1832029,Import,Electronics,Dry,DBGT,4,6,1,0,0,0,0.878,76.5
TUTU5717277,Export,Granite,Dry,PSA_SICAL,2,4,0,0,0,0,0.715,39.8
TUTU3458995,Export,Sugar,Dry,PSA_SICAL,11,2,0,0,1,0,0.782,48.5
TUTU6837111,Export,Salt,Dry,DBGT,5,6,1,0,0,0,0.899,77.6
TUTU3260084,Import,Seafood,Reefer,PSA_SICAL,6,0,0,0,0,0,0.806,41.4
TUTU9423101,Import,Timber,Dry,PSA_SICAL,4,6,1,0,0,0,0.876,84.6
TUTU8664604,Import,Chemicals,Hazardous,PSA_SICAL,5,4,0,0,0,0,0.701,75.4
TUTU9723039,Export,Salt,Dry,DBGT,8,5,1,0,0,0,0.815,42.9
TUTU8356058,Export,Salt,Dry,PSA_SICAL,3,5,1,0,0,1,0.754,75.3
TUTU5119975,Import,Coal,Dry,DBGT,4,2,0,0,0,0,0.764,71.5
TUTU2711823,Import,Chemicals,Hazardous,PSA_SICAL,11,3,0,0,1,0,0.836,105.1
TUTU6603542,Export,Textiles,Dry,DBGT,2,6,1,0,0,0,0.801,41.6
TUTU6958327,Export,Machinery,ODC,PSA_SICAL,4,0,0,0,0,1,0.891,100.7
TUTU6385418,Export,Electronics,Dry,PSA_SICAL,10,0,0,0,1,0,0.864,57.4
TUTU9504464,Export,Granite,Dry,PSA_SICAL,3,3,0,0,0,0,0.779,48.4
TUTU9871127,Export,Granite,Dry,PSA_SICAL,4,4,0,0,0,0,0.795,49.4
TUTU9550351,Export,Machinery,ODC,PSA_SICAL,9,5,1,1,0,0,0.79,87.0
TUTU9490634,Export,Seafood,Reefer,DBGT,5,4,0,0,0,0,0.817,24.2
TUTU4631551,Import,Seafood,Reefer,PSA_SICAL,10,1,0,0,1,0,0.814,58.6
TUTU4762278,Export,Sugar,Dry,PSA_SICAL,3,4,0,0,0,1,0.763,64.5
TUTU8873010,Export,Salt,Dry,PSA_SICAL,11,1,0,0,1,0,0.879,60.5
TUTU9516444,Import,Electronics,Dry,PSA_SICAL,5,4,0,0,0,0,0.811,64.1
TUTU8282721,Export,Seafood,Reefer,PSA_SICAL,5,1,0,0,0,0,0.692,28.5
TUTU8011541,Export,Salt,Dry,PSA_SICAL,12,4,0,0,1,0,0.814,45.6
TUTU6568174,Export,Seafood,Reefer,PSA_SICAL,12,0,0,0,1,1,0.768,65.3
TUTU3819846,Export,Granite,Dry,PSA_SICAL,2,4,0,0,0,0,0.834,48.4
TUTU1051680,Import,EdibleOil,LiquidBulk,PSA_SICAL,11,1,0,0,1,0,0.858,100.3
TUTU1102914,Import,Coal,Dry,DBGT,5,3,0,0,0,1,0.862,109.6
TUTU9150235,Import,Seafood,Reefer,DBGT,11,4,0,0,1,0,0.944,74.9
TUTU4212700,Export,Salt,Dry,PSA_SICAL,2,6,1,0,0,0,0.732,39.1
TUTU4005933,Export,Granite,Dry,PSA_SICAL,8,6,1,0,0,0,0.837,54.6
TUTU3017038,Export,Sugar,Dry,PSA_SICAL,9,0,0,0,0,0,0.844,54.6
TUTU6691396,Import,Timber,Dry,PSA_SICAL,12,5,1,0,1,0,0.821,89.5
TUTU3249924,Export,Salt,Dry,PSA_SICAL,10,6,1,0,1,0,0.837,56.7
TUTU1977811,Export,Granite,Dry,DBGT,12,4,0,0,1,0,0.771,56.5
TUTU2064983,Import,Coal,Dry,PSA_SICAL,12,5,1,0,1,0,0.892,106.3
TUTU4030943,Export,Salt,Dry,DBGT,2,6,1,0,0,0,0.765,40.7
TUTU7963548,Export,Salt,Dry,PSA_SICAL,5,5,1,0,0,0,0.794,41.7
TUTU7906341,Import,Timber,Dry,PSA_SICAL,8,0,0,0,0,1,0.84,105.5
TUTU8046037,Export,Seafood,Reefer,PSA_SICAL,6,0,0,0,0,0,0.849,27.0
TUTU3464512,Import,EdibleOil,LiquidBulk,PSA_SICAL,10,4,0,0,1,0,0.789,94.5
TUTU1451753,Import,Chemicals,Hazardous,DBGT,6,6,1,0,0,0,0.73,77.4
TUTU5393399,Export,Machinery,ODC,DBGT,11,0,0,0,1,0,0.815,67.9
TUTU6737569,Import,Seafood,Reefer,PSA_SICAL,1,6,1,0,0,0,0.866,57.9
TUTU3712829,Import,Timber,Dry,DBGT,2,2,0,0,0,0,0.822,69.4
TUTU6398119,Export,Seafood,Reefer,PSA_SICAL,2,1,0,0,0,0,0.786,23.5
TUTU8125152,Import,Chemicals,Hazardous,DBGT,12,5,1,0,1,0,0.854,115.4
TUTU7670718,Export,Seafood,Reefer,PSA_SICAL,6,0,0,0,0,1,0.785,52.8
